pathway	12858.0BR.3.R1.fastq.gz	12858.0KC.2.R1.fastq.gz	12858.0MR.4.R1.fastq.gz	12858.0TB.1.R1.fastq.gz	12858.10BR.49.R1.fastq.gz	12858.10KC.47.R1.fastq.gz	12858.10MR.50.R1.fastq.gz	12858.10TB.46.R1.fastq.gz	12858.11BR.52.R1.fastq.gz	12858.11KC.51.R1.fastq.gz	12858.11MR.53.R1.fastq.gz	12858.11TB.81.R1.fastq.gz	12858.12BR.56.R1.fastq.gz	12858.12KC.55.R1.fastq.gz	12858.12MR.57.R1.fastq.gz	12858.12TB.54.R1.fastq.gz	12858.13BR.60.R1.fastq.gz	12858.13KC.59.R1.fastq.gz	12858.13MR.61.R1.fastq.gz	12858.13TB.58.R1.fastq.gz	12858.14BR.64.R1.fastq.gz	12858.14KC.63.R1.fastq.gz	12858.14MR.65.R1.fastq.gz	12858.14TB.62.R1.fastq.gz	12858.15BR.68.R1.fastq.gz	12858.15KC.67.R1.fastq.gz	12858.15MR.69.R1.fastq.gz	12858.15TB.66.R1.fastq.gz	12858.16BR.72.R1.fastq.gz	12858.16KC.71.R1.fastq.gz	12858.16MR.73.R1.fastq.gz	12858.16TB.70.R1.fastq.gz	12858.17BR.76.R1.fastq.gz	12858.17KC.75.R1.fastq.gz	12858.17MR.77.R1.fastq.gz	12858.17TB.74.R1.fastq.gz	12858.18BR.82.R1.fastq.gz	12858.18KC.79.R1.fastq.gz	12858.18MR.83.R1.fastq.gz	12858.18TB.78.R1.fastq.gz	12858.19BR.86.R1.fastq.gz	12858.19KC.85.R1.fastq.gz	12858.19MR.87.R1.fastq.gz	12858.19TB.84.R1.fastq.gz	12858.1BR.7.R1.fastq.gz	12858.1KC.6.R1.fastq.gz	12858.1MR.8.R1.fastq.gz	12858.1TB.5.R1.fastq.gz	12858.20BR.90.R1.fastq.gz	12858.20KC.89.R1.fastq.gz	12858.20MR.91.R1.fastq.gz	12858.20TB.88.R1.fastq.gz	12858.21BR.94.R1.fastq.gz	12858.21KC.93.R1.fastq.gz	12858.21MR.95.R1.fastq.gz	12858.21TB.92.R1.fastq.gz	12858.22BR.98.R1.fastq.gz	12858.22KC.97.R1.fastq.gz	12858.22MR.99.R1.fastq.gz	12858.22TB.96.R1.fastq.gz	12858.23BR.102.R1.fastq.gz	12858.23KC.101.R1.fastq.gz	12858.23MR.103.R1.fastq.gz	12858.23TB.100.R1.fastq.gz	12858.24BR.106.R1.fastq.gz	12858.24KC.105.R1.fastq.gz	12858.24MR.107.R1.fastq.gz	12858.24TB.104.R1.fastq.gz	12858.2ABR.15.R1.fastq.gz	12858.2AKC.10.R1.fastq.gz	12858.2AMR.12.R1.fastq.gz	12858.2ATB.9.R1.fastq.gz	12858.2BBR.11.R1.fastq.gz	12858.2BKC.14.R1.fastq.gz	12858.2BMR.16.R1.fastq.gz	12858.2BTB.13.R1.fastq.gz	12858.3BR.19.R1.fastq.gz	12858.3KC.18.R1.fastq.gz	12858.3MR.20.R1.fastq.gz	12858.3TB.17.R1.fastq.gz	12858.4BR.23.R1.fastq.gz	12858.4KC.22.R1.fastq.gz	12858.4MR.25.R1.fastq.gz	12858.4TB.21.R1.fastq.gz	12858.5BR.28.R1.fastq.gz	12858.5KC.27.R1.fastq.gz	12858.5MR.29.R1.fastq.gz	12858.5TB.26.R1.fastq.gz	12858.6BR.32.R1.fastq.gz	12858.6KC.31.R1.fastq.gz	12858.6MR.33.R1.fastq.gz	12858.6TB.30.R1.fastq.gz	12858.7BR.36.R1.fastq.gz	12858.7KC.35.R1.fastq.gz	12858.7MR.37.R1.fastq.gz	12858.7TB.34.R1.fastq.gz	12858.8BR.40.R1.fastq.gz	12858.8KC.39.R1.fastq.gz	12858.8MR.41.R1.fastq.gz	12858.8TB.38.R1.fastq.gz	12858.9BR.44.R1.fastq.gz	12858.9KC.43.R1.fastq.gz	12858.9MR.45.R1.fastq.gz	12858.9TB.42.R1.fastq.gz
peptidoglycan-biosynthesis-IV-(Enterococcus-faecium)	15468.6327	22462.00195	7352.90956	18358.83863	16023.01906	14399.90165	16865.43415	23199.05294	12800.21494	11695.78	15474.88007	21259.3439	9656.77223	13767.34895	12464.68078	10751.79534	9840.156427	11812.27179	4451.10791	17205.48133	11505.5107	8329.80969	14708.5674	16745.20191	9978.57341	12674.38585	10295.70229	16989.69229	14491.07992	6109.126231	6154.58566	10986.45955	6405.38412	8694.9945	14347.01161	23968.37722	7296.15268	10122.89104	19435.0987	18873.27828	16964.2	12973.52123	14487.92108	18474.4442	17306.17292	7856.06564	11892.96363	14686.23332	15712.24964	13811.37936	20155.05334	17293.463	18248.87644	14861.34169	22907.27565	15700.97549	15914.16326	16371.24846	19398.759	23131.83947	17893.45413	6510.93259	28318.50994	24619.08791	19994.15259	13101.97389	22963.93298	14047.3743	21143.82508	14536.7268	11496.7207	20081.87977	14874.433	795.86713	20431.61519	25317.26337	18610.4195	34075.31989	14412.34173	17375.71741	15494.747	23755.78699	15137.4265	16419.24652	1770.66082	21353.73814	13532.58514	10556.7645	22120.6322	15242.17752	13487.13756	23149.29885	15165.3383	14600.06097	19546.06374	6989.72091	17946.52416	14479.88005	18139.94027	23451.7585	15510.4814	10785.2704	14619.44376	9662.22221
GDP-D-glycero-&alpha;-D-manno-heptose-biosynthesis	0	0	106.33538	532.55682	0	278.053	0	636.09221	0	0	71.820394	0	83.31554	0	33.92384	960.42248	0	0	0	92.35755	0	343.71271	0	0	0	1653.24849	0	0	360.70777	2068.426997	0	0	0	1396.6835	17.58174	0	0	796.09916	0	60.58044	0	1802.33325	0	46.18423	0	659.44156	0	0	0	1058.48478	0	269.6298	0	2823.76818	0	31.59673	94.14813	1758.15676	489.6772	0	0	672.14009	19.98301	0	372.37138	2868.789929	0	0	0	0	0	0	1171.3316	115.78139	0	0	0	122.687278	0	0	0	1076.03673	0	281.15636	0	347.75746	0	52.5896	0	1007.215754	0	34.73123	0	1692.22155	332.80207	0	0	952.48549	69.73847	0	0	0	0	0
L-tryptophan-degradation-XII-(Geobacillus)	807.4172	0	0	702.6481	229.46328	3049.09402	0	0	0	923.4821	0	486.8971	565.06398	576.51604	357.02852	0	0	839.73382	0	0	0	1221.37211	0	0	53.48509	3884.87582	111.58294	827.338524	1449.07881	4383.299883	0	0	0	3364.37948	975.48516	120.29116	0	3327.11123	0	0	717.1404	3030.26991	0	386.56638	0	0	253.24034	0	0	4566.09311	0	0	0	4905.63335	335.55649	0	333.98065	2785.36184	0	0	189.68725	2580.40184	0	204.01178	348.2169	4642.435535	107.78965	310.5106	0	0	0	0	0	126.36532	0	237.7185	0	0	0	501.25988	0	3757.33468	0	570.10555	218.54164	2042.49389	0	976.9886	0	2044.018107	0	312.60724	249.24397	7765.99019	540.36921	0	130.60638	9330.70956	0	277.6181	0	2288.6426	0	114.52483
4-deoxy-L-threo-hex-4-enopyranuronate-degradation	1842.7564	1594.3975	1293.76123	2074.41201	3286.05242	5629.06437	1899.22806	47.7754	1105.44058	6026.5817	3172.186479	1028.1493	2109.09577	4403.81404	2100.94537	2943.72485	811.757943	4389.4952	2516.18676	0	1852.7896	5040.67421	1891.3491	32.77703	1974.08664	6969.22971	1929.98715	797.810862	2065.98912	6737.153622	8647.78061	592.36603	3300.71032	7070.00835	5281.27676	1346.11407	2029.14928	4949.4228	4162.9486	404.1923	2043.742	11016.99445	9797.38061	418.3242	1383.3995	11413.2339	6203.59189	390.48174	6449.69753	7779.87779	2499.04537	2196.5479	4120.71403	7638.83477	4892.39305	15.96176	1448.81858	6147.40201	6042.8903	224.44974	3664.39325	5283.55443	4177.34818	1902.77449	2532.143	6124.488525	4671.02883	404.6271	1958.57201	520.8716	2913.79372	334.74172	2201.2409	2778.13955	1137.75805	203.32665	1851.8899	3408.742575	1447.5297	212.86326	915.4957	13905.74855	3347.4086	448.85476	2768.27045	7205.67964	3263.69223	2004.8193	2972.4546	7012.41038	1780.66601	179.90518	1134.51034	14227.65718	6621.24591	545.99807	860.4655	14313.69112	3410.17138	429.0108	596.44146	6166.4875	5783.01363	284.80314
8-amino-7-oxononanoate-biosynthesis-I	19351.9636	10333.4806	7520.53206	14134.66426	20348.33138	18451.36024	18731.328	4707.73786	13826.73489	15178.6896	23428.02279	15558.2019	9449.39913	19128.88311	13049.59225	5504.16625	9115.852244	10356.75192	30878.6656	3131.90981	10006.8963	13955.13377	18001.878	4840.10018	11204.8892	17803.60556	11386.4713	8333.807921	13177.1051	23219.33749	18503.90627	4991.56492	18726.03645	18009.38673	20511.39321	16396.05095	15057.82533	11818.26228	20837.098	17032.44523	17166.38	22499.24162	23123.19642	10591.72019	13122.78251	30149.24692	18945.86729	6991.90144	17951.01127	12332.46895	15644.66882	18075.4729	19410.84895	21127.16418	22592.8777	3129.68578	15473.37174	23195.56034	22873.3648	8441.80873	20110.22483	53338.58454	23143.95378	15641.74494	16773.67134	21298.96275	21743.01254	8856.7882	29224.01341	8127.3075	14340.26213	9262.03241	11635.8405	52233.14992	11749.89093	19707.93577	16477.8846	13527.63809	11663.28595	11893.29873	15455.3793	25692.7275	16773.4155	15971.35755	13217.34052	25603.58661	20346.22851	12716.9423	19030.2353	22081.46527	14117.34343	13682.94278	9370.31724	28706.55165	31206.37976	5765.73812	7762.267	30010.86759	17352.00306	12377.9445	12394.91117	20553.0113	21703.77103	7226.08376
pyrimidine-deoxyribonucleotides-de-novo-biosynthesis-III	24014.4399	13131.09364	7504.41266	17298.09512	10443.55819	18208.78297	8016.50256	10581.0942	14423.42835	7669.792	11855.60574	17665.6666	7998.28398	12541.01086	8571.94666	7252.56786	10010.24946	8081.15044	2947.84729	11649.68232	12089.3249	7912.25348	12423.69727	13881.2164	11877.30905	12135.77311	9497.31715	14915.43476	15382.36533	10156.55333	2212.90085	10038.0737	7389.06817	13623.19123	10995.7081	19124.48165	7417.94085	10052.97842	20652.8478	18372.74288	20626.46	16106.91738	8374.70066	17037.73859	18603.9557	6434.09908	7984.58399	13740.71817	10905.09792	17489.54669	26652.33646	20223.5565	14457.20766	21104.00959	23449.12773	18446.40297	16891.14165	16284.46564	12465.2791	19112.65046	16333.36727	12252.7143	20248.93314	22050.64806	20693.95108	14848.47679	16763.66694	20314.3517	16252.28303	13738.4132	7220.98588	18530.06854	22564.6293	526.18202	10393.61132	24628.86651	20847.3651	5571.255479	13113.2948	14853.22895	14458.7985	14380.94541	10690.31	13851.95184	958.54059	19819.91797	9288.29357	10764.3916	13965.9569	12231.50495	8267.2643	16895.38748	8795.26045	16107.55322	18025.6957	5160.97441	8066.92834	23623.18455	17350.58036	18978.4312	15758.41905	14205.6474	13402.63149	9402.81623
norspermidine-biosynthesis	4885.3944	2217.6158	1603.17679	889.68837	3601.81331	2629.92769	2490.76065	280.93295	2718.37788	1985.6753	4198.949747	925.5697	1084.04295	2974.55738	2174.69063	456.81088	1418.52039	585.27675	925.97315	163.41174	2309.4235	914.63159	3346.05377	807.99534	2314.61073	731.37923	2052.19567	2469.241402	2381.28018	600.49899	2469.2769	821.05427	4234.62846	1297.35981	5782.40914	1641.67093	4055.34159	658.56337	4952.1402	1684.95811	4739.285	1699.67214	3580.50535	374.00708	3267.38031	2591.3689	3560.09803	1552.01092	3181.04542	564.39702	4064.32348	1727.6369	5331.14064	1639.54352	4926.34382	340.41556	2994.09242	3309.15877	5061.6912	2511.22926	5035.85703	760.92798	4960.0501	3112.14342	4806.60528	2890.790958	4610.92966	1241.1239	3419.25463	371.1857	3358.02651	1243.61924	1925.798	467.41877	2046.4045	513.64955	1968.3527	1351.521862	2406.59871	1229.27488	2295.3154	1270.0858	2679.7925	1259.91453	2454.7265	2094.07384	3642.16709	1876.0086	4091.0014	1284.793166	2623.30111	1485.83232	1172.79645	2065.45974	4711.77672	1042.64321	858.20479	2332.29534	2734.99942	2288.4898	859.54961	1531.7561	3694.308448	768.44746
chondroitin-sulfate-degradation-I-(bacterial)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493.0522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.54004	32.53569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pyruvate-fermentation-to-acetone	2028.2989	0	1392.88926	3324.54118	2521.73639	2311.80602	2679.01635	1522.6292	1793.08779	418.9749	1726.137236	1104.1543	771.81886	720.90537	1014.45448	955.65069	873.754471	365.83895	0	3850.39696	1648.4326	124.41439	695.8382	3678.73721	1701.29644	1071.92455	2357.82419	607.783736	1745.82901	1464.409118	27.93818	63.74855	2706.61299	1580.26001	422.75744	1572.32187	990.10184	1965.4133	1677.4917	3566.06719	659.7949	1911.57639	494.94055	505.80252	2422.81475	1132.60292	627.64482	697.73629	791.72016	1886.78559	3011.86798	2076.5528	334.94365	1795.00795	894.92544	2521.2475	1476.35901	2583.96023	973.0576	1916.20405	2614.84765	131.53931	1726.60603	2010.42128	4563.25649	1552.211315	1493.72361	576.5125	2821.42391	878.3722	1781.90715	4371.59616	1269.8391	871.70453	913.87172	5022.77005	1150.5607	1159.11781	998.00286	2285.39234	1432.5155	4042.0128	799.2123	996.07019	887.00483	1918.46021	1821.50934	375.2798	1410.6245	2210.966401	2628.70509	919.68187	484.85621	2043.84083	1481.77393	409.07875	211.19651	2210.72972	2463.14368	1531.3756	622.18746	1105.5713	1246.568323	397.08474
superpathway-of-Clostridium-acetobutylicum-acidogenic-fermentation	1233.7779	0	551.84394	1162.40259	1157.98046	2514.11292	4749.55125	3226.97803	698.01066	404.2437	432.361337	4470.9912	213.59491	1421.97532	1895.97294	2541.26331	3336.094678	1140.79829	249.23185	1439.18097	3846.7826	0	4531.55114	413.22919	1636.84807	440.93706	2824.10646	1976.347854	2950.24999	0	726.0428	3345.47303	0	626.59167	2624.51618	5099.94797	2085.60881	381.71093	4737.152	6202.41	3659.745	1438.23324	3024.54576	1912.24919	4098.72873	0	0	314.74667	4467.93835	2093.74188	6361.02343	3975.8224	1908.95095	1007.7809	5725.71599	363.71949	2570.42058	622.8941	3418.4183	3907.41292	3255.47848	0	4468.45	5603.31109	4709.28249	622.042154	3487.4554	1133.7712	2284.63088	5305.7167	871.67306	603.52008	4124.3044	22.18616	7375.35016	0	3335.1266	1371.989086	3056.55289	2395.26208	2251.7348	0	3771.7801	1779.69175	743.0888	3021.88081	983.7453	2326.1758	6250.1652	1075.240725	1590.41255	3646.40973	5849.57506	1713.77849	2164.94862	614.8585	6328.44569	2269.80067	3714.54966	6118.4626	2985.28635	954.1337	1073.981773	174.79492
guanosine-nucleotides-degradation-III	27150.2446	14773.65301	8792.39214	21076.61478	17291.83994	23858.4532	15612.12121	9738.11427	17833.32548	16483.7749	18892.09818	16581.7218	11734.98535	17884.17682	12634.57119	5505.57917	11748.35587	14827.3867	26762.34531	6181.63564	14203.1558	14045.78981	17429.83551	5179.79717	16821.57372	21340.84365	13641.58736	12658.97053	17326.66584	23959.02659	16304.91587	8273.38568	11615.06523	22084.27889	24550.28414	20112.38215	13057.21844	16373.96537	21358.1206	21002.56108	25819.36	27376.18175	17882.92251	14138.8559	17192.63823	19453.5711	17930.5183	10325.92911	17133.33181	25705.29152	30072.6929	21096.0626	20231.54092	34260.27432	25278.77906	8646.89491	19449.66451	30628.8731	24256.3224	14954.22974	22137.63121	48869.67973	33197.48115	19124.30567	19678.50358	29007.33457	23457.64726	16663.3808	23415.19132	13018.899	13460.65588	15128.59038	22761.6101	45473.61319	12778.43029	21838.93248	26372.6536	18363.68788	14073.02973	11752.12139	20151.6689	31747.77317	17143.999	19170.15057	10118.36927	26693.82741	14229.15759	15935.5695	23533.8736	22020.45337	8810.30266	15613.07153	14107.56951	28089.89328	28977.2288	5984.30022	13169.53363	31719.26972	16674.09585	16194.6554	16382.5723	22631.6515	17900.81123	9740.3658
adenine-and-adenosine-salvage-III	26004.8421	7593.92976	10933.22911	21124.78888	22150.01312	22101.3313	22198.9284	20890.34871	17166.97773	13678.7138	23444.19188	23286.6638	12802.77717	15387.64586	15779.98122	11212.79112	12912.65117	13394.8144	7537.49433	18146.6556	16529.3312	10806.67669	16153.19724	21039.34968	16180.80753	16044.56099	12803.42082	16913.42739	19825.06995	15380.8663	14901.71853	12810.04624	11875.43961	18946.7131	22165.51838	21508.18398	11829.08512	15114.75553	24905.2801	21761.68236	23925.31	23090.38417	24746.39452	18783.0559	24570.73382	16452.83794	18497.88134	18848.11845	23182.69307	23473.62697	32723.33893	21487.7139	25009.84408	27543.87822	28004.64272	23957.84578	30967.09407	26559.00297	25545.0776	24312.91406	26284.20486	19080.40877	32570.06395	29190.8797	27407.85504	24906.80662	27479.99606	21003.2121	28760.37482	18857.451	13629.85748	22416.76486	21135.4188	6509.22584	27137.26489	29324.17463	24606.7912	30068.34048	19330.9221	21256.37667	20817.8319	28188.34523	18831.562	19317.74175	5564.71289	24181.97319	20955.09232	14307.6746	25718.8512	18017.87034	19315.6923	18469.84142	19759.03424	24825.38931	27333.492	7279.50717	17152.28521	28583.45057	27120.65273	27686.1393	15059.32992	15758.3549	20400.30135	9730.03738
superpathway-of-tetrahydrofolate-biosynthesis	35520.8434	23509.3627	12525.02143	22715.41367	26769.67209	31031.9108	24550.41552	18903.75463	23460.91914	20476.8486	29158.80442	29232.2084	16936.8314	27237.20775	19307.6202	11960.62099	16463.50335	19271.88676	26242.55394	14860.021	19641.2242	18721.72411	24532.04155	16161.03314	19708.82085	25351.79965	17035.77324	21295.0314	25069.8873	27181.03404	18384.94308	16276.19945	19066.81807	26410.77313	27646.84048	28907.91143	17273.14593	20001.04681	32618.6011	29175.33865	31260.83	34528.29124	29779.17227	26528.58142	28212.44205	30150.87734	22649.93496	17537.87888	28865.69395	29248.78016	38488.15884	30264.348	31702.63488	36609.04322	37483.18064	20426.82482	32954.3085	35307.44344	32050.1688	27014.22999	31524.99529	49562.91143	40442.39907	36416.74352	32247.32327	35386.19721	35410.48971	24626.5314	38486.18949	23859.7793	19138.76104	21436.69953	27117.9631	42217.63054	32617.43968	30952.08881	30817.9732	31306.71508	22371.91964	21658.14678	26291.1122	38554.05955	23289.922	26125.15499	11786.5854	36024.06577	25432.70013	20011.232	33652.6018	27760.92432	21525.77702	26922.72022	21510.44897	39221.33621	39052.06257	9440.35666	21505.16427	42542.68476	29563.19578	31292.5724	20245.25563	26910.0652	26809.20598	13694.3022
superpathway-of-L-phenylalanine-biosynthesis	32795.3406	14665.63359	11218.83843	24301.42458	25219.53329	27990.98307	22735.98491	20274.75129	21804.98725	19398.9385	28144.29926	27955.696	14935.51631	25814.26617	17874.61488	12011.23014	15743.9993	16877.17117	31487.55071	14110.96363	17788.2342	18197.68168	24656.53714	13499.84338	18686.46524	23544.67508	16055.11174	19530.86165	22200.01192	27564.99389	19583.94711	12127.88015	19923.88957	25328.97754	26670.62834	27846.25588	17738.25799	18016.28876	30579.8704	29236.84073	29174.56	30659.69411	28429.60808	20364.50748	26440.41933	29900.5998	21949.90039	16860.49981	26086.64527	23848.67646	35766.04293	28692.7484	28972.91414	32015.03359	34047.16484	15234.62509	30150.27561	32593.48671	29871.6705	26893.25796	28606.72077	52386.26024	36431.0856	32539.40939	29102.37603	33434.40371	31637.41843	21064.28	39756.33382	18633.2628	18166.16922	20769.78763	26952.9083	54914.22627	23999.91337	31421.59811	31519.2548	26065.73093	19478.93045	21527.03236	26667.0982	34745.8782	22839.9974	26037.1379	13225.45047	35028.00904	23851.49249	19289.9427	30611.3146	28361.57384	18500.37443	25589.54541	18962.83232	37643.82938	39568.56246	9058.44151	21410.54004	40602.20658	27135.00609	28027.5321	21134.96603	26291.2265	26692.46181	13904.55329
superpathway-of-L-tryptophan-biosynthesis	4054.9488	0	1643.93195	0	2694.15329	0	4770.86789	0	7110.85869	0	3836.234728	0	1729.2662	1876.17163	1265.38852	0	1559.800117	0	0	0	0	0	3823.71054	0	4461.27347	2777.35454	8794.55044	2039.490338	5654.12591	0	0	0	1926.63242	4598.74246	0	2448.87529	4140.82234	0	4598.2943	1477.41374	0	10163.69946	2189.09827	0	0	1756.24972	0	0	3417.40353	1594.4954	10007.96597	0	0	2839.51618	2586.67733	0	1960.38341	5339.67634	3848.329	827.65376	2635.4769	0	3034.22186	3177.74871	1127.09266	2797.093248	0	0	0	4861.333	3216.89878	0	0	0	0	0	0	0	1562.12372	0	2866.9929	2317.26159	0	1672.11612	0	0	0	2089.1506	0	0	2775.82077	0	0	0	3578.51266	2018.63616	1199.31806	11264.42614	3529.83762	1693.7306	2797.57367	4619.2038	1648.344313	0
superpathway-of-L-tyrosine-biosynthesis	31584.5174	12990.73874	10711.3778	22703.46134	24002.46191	27116.24916	22127.53968	20021.18198	21061.83247	18351.5486	26834.95711	27291.5691	14422.94836	24380.0387	17065.88968	11871.37578	15145.84414	16394.00931	18620.79074	13821.62044	17273.9768	17593.64478	23045.34068	13270.25083	18179.58096	23239.22311	15274.9036	19053.82811	21689.28246	27216.25135	17959.39078	11885.78567	18114.36336	24899.13351	25876.89321	26852.74032	16626.21041	17873.94142	28840.1276	28113.7887	28254.48	30232.1666	26916.62016	19752.60851	25777.82993	28582.26503	20915.44423	16548.11632	25028.08341	23755.17095	35070.33785	27564.7593	27817.17048	31748.46073	32414.68644	15150.41493	29518.11442	31847.60622	28779.5251	26316.89796	27878.63699	42279.07049	34897.85369	31914.13241	28367.69118	32659.95714	30513.43886	20788.1454	38595.26423	18373.0935	17325.01683	20093.16334	25741.8203	35449.44946	23606.51125	30116.33442	30574.3807	25800.75607	18887.2979	21028.83505	25688.0551	34324.24237	21822.0822	24973.47125	10843.87523	33350.51725	23017.93646	18486.9065	29149.0546	26784.6857	17932.68933	24456.00056	18539.34484	37003.27922	37357.11692	8652.01506	20987.4255	39966.66621	26336.94402	27267.8909	19751.26463	24688.126	25231.13469	13279.6522
superpathway-of-sulfolactate-degradation	865.6954	0	0	0	222.61113	1131.36598	0	0	249.60444	273.6697	85.60862	0	30.51353	287.09605	41.44372	0	223.374456	93.94205	0	0	0	302.05401	133.93915	0	0	1146.01405	0	312.518262	663.49611	535.361462	178.42419	0	604.62063	1979.59092	294.21207	0	520.76435	253.14753	797.6663	0	204.7558	770.94251	222.2219	0	61.93319	782.21696	248.44822	0	0	626.65557	876.03988	0	882.18202	1883.16033	1139.52054	0	271.02453	2670.17327	1274.8926	96.39661	362.16733	528.69991	1529.07879	0	247.96385	749.671717	1224.17754	288.903	855.77637	448.0457	0	0	650.2206	0	145.17931	0	195.0532	773.877622	249.98372	0	324.0135	2226.81941	0	46.46641	0	815.21716	110.40334	0	0	885.388877	0	0	110.6432	1151.12917	0	0	0	1653.55111	221.23595	0	368.12059	248.6137	436.409318	0
cinnamate-and-3-hydroxycinnamate-degradation-to-2-oxopent-4-enoate	537.6934	156.95717	205.61431	0	339.44268	120.84621	578.70652	0	1028.78628	0	484.337591	0	693.87737	236.3364	468.41378	472.5877	200.216399	97.75968	0	0	0	744.78608	506.45381	31.80984	616.35477	1209.61766	1514.05924	265.338539	1074.27084	1236.508145	0	0	250.22064	1516.88234	0	323.56826	557.21983	1162.95801	580.205	190.61528	0	2291.63949	700.19341	0	0	224.66334	0	617.4928	663.40814	947.0121	1368.13456	0	405.24775	1423.95409	404.21308	0	248.41596	1400.56629	716.1551	104.92041	326.891	957.17647	386.26386	412.55392	142.7626	779.582352	0	0	196.53037	655.0635	408.47769	52.2124	0	0	0	0	0	90.227885	202.46445	0	366.582	866.27124	0	217.68517	0	532.28712	0	277.8651	0	604.024473	351.01419	0	0	395.73736	650.59316	294.39424	149.68016	2194.59247	444.147	217.0996	380.65769	786.207	210.378675	0
queuosine-biosynthesis	19479.3575	10998.41167	7360.18301	13522.86025	18058.43402	20515.17971	16735.57017	11885.36474	13916.86342	15951.9602	19165.60379	16417.8274	9899.47418	20569.42932	13044.45405	6749.03668	10148.62648	13952.36385	20693.10477	7719.31675	11689.6458	14223.00407	17734.70306	7461.57366	11294.62796	16930.1227	11651.38266	9329.668978	14804.12124	19641.56456	15943.64448	6971.0931	14777.58653	17180.81325	20945.71634	15788.65544	12007.40182	12197.00915	24479.7174	18854.74715	18343.78	27656.47211	22711.7252	12074.01068	16188.77121	26328.80623	16754.06135	11344.77378	19261.58419	19046.69244	23047.41857	16680.8092	20699.36645	24814.50028	28184.08692	9955.19656	14885.96286	23872.22977	22493.3879	14631.92836	18523.13386	35383.82885	28782.03111	17534.50078	17157.66967	20543.17635	23973.15076	11723.5901	24706.54359	18265.5898	12510.47671	10493.89615	21260.3541	35534.32726	26288.56926	19487.56898	18786.3726	14170.24962	12542.38408	15684.70279	15217.7254	28184.46197	16274.5598	14427.4595	9226.38752	26858.98909	16775.83667	12692.3876	21080.7563	20895.0806	12864.8535	16268.14824	16690.24755	26754.27596	26647.38045	5374.04264	13656.79114	29038.35166	18616.54007	17764.7319	12452.1577	18865.0596	19360.70908	7164.938
preQ0-biosynthesis	17182.5155	11634.32323	5775.37311	12014.06863	15673.76761	19771.0283	13492.55566	10206.34351	12532.11929	14037.2817	18014.46465	15384.8878	9276.50828	20522.87392	11023.46292	6117.79684	9113.463015	12167.60112	23930.53355	6215.26486	9895.4753	14015.03739	16950.32559	5802.83374	9670.79445	17887.01971	10784.07784	8787.237764	14127.53725	20322.33794	13239.82399	6068.94438	14472.1299	17945.83889	16615.18753	14743.82447	11387.555	12265.05491	21609.6487	17504.38086	16562.48	26182.78705	18230.01192	11397.7704	15255.14307	23775.31601	13539.59335	10479.91586	16225.22834	17217.97507	20562.42357	15166.0661	16034.3612	22978.27268	25386.43653	8307.40212	13143.55943	21894.77521	19611.8563	13044.46616	16751.78144	39460.69005	21336.2347	17241.86814	15881.57943	19271.54884	19272.74146	9971.3123	19638.75687	17839.3534	10763.57084	7893.99899	20183.3283	40982.16155	26174.48006	14731.84134	17520.5076	10760.85853	10155.74074	14497.8446	14514.0411	25695.75015	14326.7645	13530.00673	10031.92749	24945.2581	16286.90383	11732.0165	18639.6365	20280.60696	11400.65928	15883.92571	15732.0289	27569.63397	25163.05579	5320.65683	13197.54793	30048.02354	14918.12884	16738.3826	10926.92778	19525.6651	17787.11123	6587.40415
ubiquinol-8-biosynthesis-(prokaryotic)	16063.4978	9239.61145	5190.09368	9436.96371	13814.11936	17437.05549	12983.59194	2940.19978	11322.00112	13097.6595	16586.85049	12433.8721	7436.8599	18652.46567	9347.73293	3757.77666	7432.721526	11641.3681	22325.97318	2015.18401	7650.7629	14007.46389	14357.02567	3010.24696	9146.15987	17314.3014	8948.44479	6545.086559	11215.20559	22340.48693	13137.7759	4192.56614	13142.80651	18163.07732	17911.89798	12558.84151	10880.77377	12268.36268	17633.2081	13801.01183	13904.6	27132.23855	16350.73163	8224.84151	9298.37557	25034.0383	13401.11078	4891.78108	13087.06461	17038.89633	15458.42463	13470.8176	15131.57969	23888.71447	19796.3592	2226.00609	11795.40796	23089.19565	17825.2341	6105.48737	14553.54934	39354.18292	18799.00858	11540.79305	12283.17538	24069.52187	16845.78439	7374.2689	21900.54771	7127.6017	9840.83478	6386.95869	12917.3071	39213.31117	7557.17245	14250.65659	14392.1492	10474.098	8483.13314	8272.83526	12172.638	26647.47098	12158.5981	12288.71919	10057.05927	22045.1262	14657.95757	10544.8921	13273.8545	19125.90311	9502.83134	9974.10213	7210.89147	27412.70334	23428.632	3867.41682	5973.79586	28198.0843	12703.70145	9127.8513	9858.48532	17462.6181	16101.00928	5659.34784
